topic_id,representative_idea,representative_why,primary_cat,all_categories,quality,num_unique_ideas,num_total_claims,num_speakers,num_videos,top_ideas,speakers,asset,market,freq,india
31,Crowded portfolios may be more vulnerable to sharp crashes during market stress if institutions unwind together.,Concentrated exits can trigger price cascades.,RISK,"[""MICROSTRUCTURE"", ""STRATEGY"", ""MARKET_STRUCTURE"", ""RISK""]",high,44,56,36,48,"[H] Crowded portfolios may be more vulnerable to sharp crashes during market stress if institutions unwi | [H] A one-day difference in exit timing can turn a crisis-trade outcome from a loss to a superstar retur | [H] Chan says crisis moves usually unfold over hours, days, or weeks, so a just-in-time hedge can still  | [H] If a large player must sell after a market drops five percent, hedge sizing should include the marke | [H] He warns that concentration, leverage, and illiquidity can turn a placid pinned market into a blowup","[""Adam Butler / Mike Philbrick / Rodrigo Gordillo"", ""Akshat Shrivastava"", ""Alan Dunne"", ""Albert \""Pete\"" Kyle"", ""Ben Eert"", ""Cem Karsan"", ""Charlie McElligott"", ""Corey Hoffstein"", ""Corey Hofstein"", ""Dave Dredge""]",equities,global,unclear,adaptable
32,He says stock-market gains since 2012 were driven more by valuation expansion than by higher profits.,Multiples widened even though margins only stayed elevated.,STRATEGY,"[""STRATEGY"", ""MARKET_STRUCTURE""]",high,61,94,35,82,"[H] He says stock-market gains since 2012 were driven more by valuation expansion than by higher profits | [M] In expensive markets, he prefers buying new money into strong momentum stocks that are fundamentally | [M] He argues stock-price growth comes either from fundamental business improvement or from speculative  | [M] He prefers buying growth names like Nvidia and AMD only at consolidation or support, not after large | [M] He is buying Google after an approximately 20% drawdown because AI search tools may pressure search ","[""Aatish?"", ""Akat"", ""Akshat Shrivastava"", ""Andrew Tyler"", ""Casey Clark"", ""Chris Gross"", ""Clint Stone"", ""Corey Hoffstein"", ""David Giru"", ""Elena Elzinga""]",equities,us,daily,adaptable
33,"Inflation breakevens, gold, and the 2s10s steepener have started to turn up together again.",Markets are repricing inflation and rate-volatility expectations.,MARKET_STRUCTURE,"[""STRATEGY"", ""RISK"", ""MARKET_STRUCTURE"", ""MACRO"", ""ALT_DATA""]",high,38,66,35,45,"[H] Inflation breakevens, gold, and the 2s10s steepener have started to turn up together again. | [M] Stock-bond risk parity can look excellent in deflationary episodes like the 1930s but fail badly in  | [M] In higher inflation and lower growth, the speakers cite commodities and gold as the strongest perfor | [M] The return of negative stock-bond correlation may be pushed out further and could be less likely. | [M] Higher inflation and higher inflation volatility both tend to raise equity-bond correlations.","[""Adam Butler"", ""Adam Butler / Mike Philbrick / Rodrigo Gordillo"", ""Adam Butler, Michael Filbrick, Rodrigo Gordillo"", ""Adam Butler, Mike Philbrick, Rodrigo Gordillo"", ""Akshat Shrivastava"", ""Alan Dunne"", ""Andy Constan"", ""Bilal Hafeez"", ""Chris Schindler"", ""Christian M. Garman""]",multi,us,daily,adaptable
34,He rejects stop-losses because they collapse multiple strategies into the same trend-following return driver and reduce predictability.,A single exit rule dominates portfolio behavior.,RISK,"[""STRATEGY"", ""RISK""]",high,48,65,35,56,"[H] He rejects stop-losses because they collapse multiple strategies into the same trend-following retur | [H] They explicitly reject a stop-loss mindset; exposure changes gradually as trend strength and risk ch | [H] Exits occur at end of day or when price re-enters the noise area, effectively using reversion inside | [H] If a deal breaks, the stock can fall to its clean price almost instantly, making stop-loss orders in | [H] Position exits are split into three parts, e.g. 150%, 200%, and 250% loss thresholds, rather than on","[""Anders Lindell"", ""Andreas Kl\u00e4r"", ""Carlos"", ""Chris Cruden"", ""Christelle Armenio"", ""David Sun"", ""Dr. Ernest Chan"", ""Harold de Boer"", ""Jacob Amiral"", ""Jagadish Chalani""]",multi,global,unclear,adaptable
35,Mean-variance optimization is fragile because tiny changes in expected returns can produce very different allocations.,Expected returns are highly uncertain.,RISK,"[""STRATEGY"", ""TOOL"", ""RISK""]",high,42,64,35,48,"[H] Mean-variance optimization is fragile because tiny changes in expected returns can produce very diff | [H] He claims naive allocation can outperform 20 popular convex-optimization methods out of sample in po | [H] He says a simple machine-learning procedure published on SSRN can reduce efficient-frontier estimati | [M] Carver argues optimization is unstable because small input changes in means, volatilities, or correl | [M] Inverse-volatility weighting is his preferred sizing method because it equalizes each stock’s volati","[""Adam Butler"", ""Andreas Clenow"", ""Andrew Butler"", ""Andrew Miller"", ""Calvin Yu"", ""Corey Hoffstein"", ""Dr. Erk Subasi"", ""Dr. Marcos L\u00f3pez de Prado"", ""Eloise Goulda"", ""Ernest Chan""]",multi,global,unclear,adaptable
36,"Observed tariff collections were closer to 11% because there are lags in payments and substitution, especially within Asia away from China.",Trade redirection reduces immediate effective burden.,MARKET_STRUCTURE,"[""STRATEGY"", ""RISK"", ""MICROSTRUCTURE"", ""MARKET_STRUCTURE"", ""MACRO"", ""ALT_DATA""]",high,37,56,35,42,"[H] Observed tariff collections were closer to 11% because there are lags in payments and substitution,  | [H] Trump campaigned on a 10% across-the-board tariff and prohibitive tariffs on China, but the April 2  | [H] US tariff policy is hurting markets mainly through uncertainty, which is rising faster in the US tha | [H] Under bilateral tariffs, the country running the trade deficit is generally less damaged because tar | [H] He says the tariff formula was simply bilateral surplus divided by exports, then halved, producing 3","[""Andrew Tyler"", ""Anna Wong"", ""Arthur Crober"", ""Brad Setser"", ""Bruce Casman"", ""Craig Siebold"", ""David Woo"", ""George Caraveos"", ""Henry Williams and David Ox"", ""Jean Saroka""]",unspecified,global,monthly,unlikely
37,"They define sentiment broadly as any information signaling investor intent, including NLP on blogs, futures term structure, and option surface data.",Real money placement is more informative than surveys.,ALT_DATA,"[""STRATEGY"", ""MARKET_STRUCTURE"", ""ALT_DATA""]",high,38,71,34,57,"[H] Forward-looking datasets, alternative data, sentiment, and flow data outperformed slower economic fu | [H] They define sentiment broadly as any information signaling investor intent, including NLP on blogs,  | [H] They prefer vendors that add entity-mapping value, but keep sentiment and core analytics in-house ra | [M] A third vendor aggregates millions of news sources and blogs, then applies NLP sentiment analysis ac | [M] PsychSignal sentiment uses StockTwits and Twitter messages to produce bullish and bearish trader moo","[""Alexander Denev and Saeed Amen"", ""Chris Meredith"", ""Christos Glinavos"", ""Dr. Amadeo Alentorn"", ""Dr. Hamlet Medina and Dr. Ernest Chan"", ""Eloise Goulda"", ""Ernesto Perez"", ""Helen Jeel"", ""James Crane-Baker; Song"", ""Jamie Wise""]",multi,global,unclear,unclear
38,The team expects 10-year Treasury yields to trough around 4.10% by next fall before ending 2025 near 4.25%.,Long-end supply pressure keeps yields elevated.,STRATEGY,"[""STRATEGY"", ""MARKET_STRUCTURE"", ""RISK""]",high,33,45,34,43,"[H] The team expects 10-year Treasury yields to trough around 4.10% by next fall before ending 2025 near | [H] The dollar–10-year Treasury correlation flipped from about +0.8 to -0.4 after April 1, signaling eme | [H] Chinese 10-year government bond yield around 2.6% implies excess savings relative to borrowing deman | [H] He says the move higher in yields reflects stronger growth forecasts and fiscal expectations, with J | [H] The 10-year Treasury yield moved about 28 bps in a day after the Wall Street Journal said the Fed mi","[""Adam Posen"", ""Alan Dunne"", ""Amari Guusman"", ""Andrew Tyler"", ""Andrew Tyler / John Schlegel"", ""Brady Levthal, Matthew Franklin Lions, Steven Jeff"", ""Bruce Kasman / Duco Lous / Jay Barry"", ""Edward Tesi"", ""Edward Tiesi"", ""Eloise Goulder""]",bonds,us,monthly,unlikely
39,"He says trade automation is cheap and available, but over-automation can worsen slippage and become a mental risk source.",Automation can detach traders from market context.,TOOL,"[""STRATEGY"", ""RISK"", ""MICROSTRUCTURE"", ""MARKET_STRUCTURE"", ""TOOL""]",high,25,73,33,54,"[H] He says trade automation is cheap and available, but over-automation can worsen slippage and become  | [H] Crabel had 37 people on trade desks in 2008 and was transitioning from manual trading to systematic  | [H] About 96% of their trading is electronic, yet a 24-hour experienced trading team monitors it with ci | [H] The paper argues floor traders matter because liquidity provision is not a routine task and benefits | [M] Algorithmic trading is framed as automation of strategy development and implementation using statist","[""Akshat Rohatgi"", ""Bastian Bolesta"", ""Bill Dreiss"", ""Chinmay Patil"", ""Dave Drew"", ""Dr. Lawrence Harris"", ""G Radha"", ""Gaurav Raizada"", ""Gordon"", ""Ishaan Ballal""]",multi,global,unclear,adaptable
40,"The prior mean-reversion rule bought whenever QPI fell below 15, but the ML version predicts bounceback probability instead of always entering.",Selective entries avoid low-conviction setups.,STRATEGY,"[""MICROSTRUCTURE"", ""STRATEGY"", ""MARKET_STRUCTURE"", ""RISK""]",high,53,75,32,69,"[H] Exit is governed by a fast moving-average fair value, not a fixed time stop; shorter lookbacks make  | [H] The prior mean-reversion rule bought whenever QPI fell below 15, but the ML version predicts bounceb | [H] Long-only mean reversion traded Russell 3000 stocks using 3-day QPI below 15 and ML bounce probabili | [H] Larry Connors' two-period RSI strategy buys when RSI(2) falls below 5 in a bull market and exits on  | [H] Across 2.5 million stock instances since 1998, RSI(2) below 5 produced about 3.3% average next-five-","[""Akat"", ""Akshat"", ""Akshat Shrivastava"", ""Anders Lindell"", ""Brian Christopher"", ""Cliff Asness"", ""David Giru"", ""Dr. Ernest Chan"", ""Hari Krishnan"", ""Howard Marks""]",equities,us,daily,adaptable
41,Central counterparties and exchanges increasingly replace dealer balance sheets in intermediation and risk transfer.,Clearing shifts credit and liquidity concentration into market infrastructure.,MARKET_STRUCTURE,"[""MARKET_STRUCTURE"", ""RISK""]",high,32,46,32,40,"[H] Non-bank financial intermediaries now dominate intermediation, especially asset managers, life insur | [H] Central counterparties and exchanges increasingly replace dealer balance sheets in intermediation an | [H] Borrowers with an existing bank footprint have better capacity and terms; syndicates are becoming mo | [H] About $3 trillion of collateral is already posted at the Fed, and that amount has been growing. | [H] He called the facility extraordinary because lending 100 against an asset worth 70 leaves more than ","[""Alev Menand"", ""Barry Eichengreen"", ""Bill Nelson"", ""Connor Hillary and Dorothy Blessing"", ""Dan Davies"", ""Dave Dredge"", ""David Cimon"", ""Fabio Natalucci"", ""Gina Smilak"", ""Guillermo Roditi Dominguez""]",multi,global,minute,adaptable
42,"Factor-tracking portfolios can be built to hedge a specific factor, then shorted to cap exposure spikes.",Replicating the factor allows direct hedging.,RISK,"[""STRATEGY"", ""MARKET_STRUCTURE"", ""TOOL"", ""RISK""]",high,47,67,31,49,"[H] Equity factors can be traded as synthetic assets using CTA-style momentum, with value cited as an ex | [H] Factor-tracking portfolios can be built to hedge a specific factor, then shorted to cap exposure spi | [M] The discussion frames value, momentum, size, and volatility as the core equity factors used in facto | [M] Factor investing is framed as alternative beta, not true alpha, because returns are explained by sci | [M] The canonical use case for pipeline factors is a market-neutral long-short book with many longs and ","[""Adam Butler"", ""Adam Butler, Mike Philbrick, Rodrigo Gordillo"", ""Alan Higgins"", ""Amy flickery"", ""Andrew Miller"", ""Arno Joa"", ""Douglas Greenig"", ""IMAX Margaret"", ""Jack Forehand"", ""Jack Vogel""]",equities,global,daily,adaptable
43,He notes OPEC cuts made in a tight market with low inventories and high prices resemble the setup before the 2007-2008 oil spike.,Supply restraint in a tight market can drive prices higher.,STRATEGY,"[""STRATEGY"", ""MARKET_STRUCTURE"", ""RISK""]",high,44,58,31,47,"[H] He notes OPEC cuts made in a tight market with low inventories and high prices resemble the setup be | [H] He claimed China imports 90% of its oil, so oil weakness reduces the urgency to defend the yuan agai | [H] He said oil, especially with war premium, was already too extended after Russia's invasion and vulne | [H] He made a contrarian call in late 2021 that higher oil would force the Fed hawkish, strengthening th | [H] He said a strong dollar is negative for oil because it is a dollar-priced commodity.","[""Adam Butler"", ""Adam Rosenke"", ""Adam Rozencwajg"", ""Akshat Shrivastava"", ""Alan Dunne"", ""Carl Icahn"", ""Christian Malik and Sha Chur"", ""Doomberg"", ""Dr. Sameena Shah"", ""Greg Shear / Natasha Kovak""]",commodities,global,daily,adaptable
